,cluster_id,no of V,no of E,width,len,inputs,outputs,fund_in,fund_out
184,0x17d3fbde1ae41daba086d109a691f86d4e1d92ba8c77626bdafbb6c5b24c3e73,6,5,1,5,['0xfbb7f204a079636f4a1380d2d086b6d45690e36a'],['0xdfdacb58474b1fe1fda334c3272d0909ddddff51'],19.959126123999997,20.030536310569886
185,0x30777b31c33f9e73253944c8d833057d2935f1a933bb2aa457ba062554295ff1,3,2,1,2,['0x4ca74e395c6156772b18935e48a31a4613a03bec'],['0xe15bc6678fd89b41a3d8dac4ee879ae65566974a'],1.01122905560279,0.871
186,0x01118eea40832719ec286273e77368380f2f7678103191434fbcf29209659059,2,1,1,1,['0xf91f3549611b92b34cfb40b9cac36297e0b698e4'],['0xc6fb641a8099aa34b6dbd9a529487e71f06b4d20'],6.0,6.0
187,0x2bfe0ea0b9da7c1d520a907adf89a2b067af2c3d4b56d9ec414fb4900164d099,8,7,1,7,['0x0c835aee59961853082154fbe54298cb35183f6c'],['0x49140ee537a213bca55b62561f551663053e682a'],1.65,2.1
188,0x930203bc68bbcb2630773a6f2de5d1e5142c42e59d6315ff07cdbc2c1ab0ce35,2,1,1,1,['0x904830a290d96d43b0cbd062fd17769cd3b62efc'],['0x872e39e11247954a95a917e4df76dd7e3f54cbe9'],0.91539201774313,0.91539201774313
189,0x7303b86381353848a5c9293247e8786111cc9e58b24bb4629b7dd6d2799e6478,9,8,1,8,['0x8799cd8fdfd3865f6c1d49220cf4a1ef40e631bc'],['0x8b94746466f7c61e38edf491b154ad953ac2c577'],11.266655590243198,3.413914271825552
190,0xdd59d67270f326a4dd6001464c9734f993f0213483b71f102087461b1a8bce0b,10,9,1,9,['0x084f5513e903adbe619110eeba8cd17033983ff4'],['0x8653be6f49692423019f20241d70ab7d6041d4a5'],1.4772080441942512,1.148381895107522
191,0xbfd9fe2b38f9e37fcee2ef19338dd78ce4a2beb99c74bcfa64bc87515141a810,8,9,2,6,['0xa00e9d17438204ed851a662f897e423c3ca9e8f6'],['0xd2ca986870e758ca73e5c11b21329e161979a7aa'],80.5,100.0
192,0x090529550fa550494a352dd5cb1f52f783d1c1015a9538a742a308f0bc7da936,9,8,1,8,['0x5c790a4d3decb15b1faf12f2f0966cb89f649edb'],['0xb005c530d021c647a2b79112e4c85a0760d10f7c'],3.922800854961835,7.157194974069973
193,0x22780aad43f8f0dd0a59ef80cae93ba48396028cb180889f4fabf234056c7006,26,28,4,23,"['0xba48a07696a3064c4f1e0f93514f358a4200801f', '0x9412f1ea56049b30286c162cabfd1b75c9113eff']","['0xef69e74e51aac998a8bcc804ea1e62ac9fc5ec22', '0xeb43a30524ae5d40ce01a8a54eea36cdf5e6cfdb', '0xc9b2fdf0ece3193b8f9b4625202dab09370b544d']",106.0,148.0
194,0xf8ebfe54f08380c988dba648221625f8940fefb1f17131d4d357ac50f681bbe7,8,8,2,7,['0x019d6950aa7c3e6b9d2731d7d559cc4253a63442'],['0x161f1ee5ff540a7bf354b46b5039bebcfb887ca0'],2.28472117045169,3.021813363396185
195,0x18c3d8fa7d498ac5fb5fccad831d40e61f87c05d570e936a03aef0ab7d821495,6,6,4,2,"['0x7026c23834b23784a100aeb72ecbd20d41ffdd72', '0xdb3d931a900c159bb7817e7f012c91b8f14b8737', '0x69a2cf470735fd8e57ad55e7929d40a3f5eefd50', '0x01edbafdc8d0c2ff2ea4000cf70478117b3ffb42']",['0xc67eaf8f65e326212a820069fc6964d09256f765'],11.5,11.0
196,0xfabc88b0222b93e819ae57d70b6f854d6001347124080621e4ea89ade4db7cec,26,25,2,24,"['0xbe86046c9bb198aece2702bb679a8fa1ef9c8ba5', '0x16d66b91e13419084953cb3404e0961d44082d91']","['0x9705c1f659f648c8a0ef8edaba92b456bec903aa', '0x67f370f8029d5617f202023a6d1fa033e0999c7f']",15.521981039624116,18.48102537632051
197,0x74688973ff7c4a3cc4b98b24139b16df93d4cd7eabd8d842ad8986780e4417cc,2,1,1,1,['0xaa092ad890730637a93f140d4f0c9c39c6b53f23'],['0x24ad485b7ab6770398a6e8de680477bdc4f78cd1'],13.742235892536971,13.742235892536971
198,0x1c3dec09a7045e204fb773a79e0178ad53d5ddc4968e9ffa57c5cf0e9ab59681,3,2,1,2,['0x919b86f31cee98deacf01d140a917eaa8ea2d6fa'],['0xd7c274a3e2d0b01ca47a9f7c4a490921c9e979d6'],38.62020618329393,30.0
199,0xa659e12e7fd2971fcea3bad25fc16249479d708b77910e7fe7f90f593e14237e,12,11,1,11,['0xf1bcbab5e66d2829233cf37547d91818093384b7'],['0x1181c15b7d294f3fa773f806314e8f694a5a2854'],9.928245437219319,10.583533460387065
200,0x4dc41b13ed3c2c6fe4bc4e8335fbf4301f9f6d07e9c5fa3c7f850435945cc8d9,3,2,2,1,"['0xcebf9f524d7ae280d1ccfc4cf6377ae40acd1eb7', '0x1a5c4392dc0739eb361626bf10ad696f8ac9378b']","['0xa09af21fecfebb727d09dcabe793b03bc8b5567c', '0x1a5c4392dc0739eb361626bf10ad696f8ac9378b']",2.3000000000000003,2.2
201,0x82d3695591ec96569af7179d48f77861a7c54c5b006606641ef704af8bc784f1,2,1,1,1,['0xaabb45dbb18214997a16e60ae82a22a189083cae'],['0xf101033bf7789697b7535d4438cf835e2baee776'],1.3292410434744992,1.3292410434744992
202,0x8f4d1c63dd2b56fb3b9079372b5409f3841e9052839c4bb157d7b5dc9c8b8b23,3,2,1,2,['0xeadf9e0fe885608ed6736f2e8fc21f1e983ba2e0'],['0xb9c44a15d82503736ce406cb73411b5169d2cc8f'],2.1163345538084215,2.765167705808422
203,0x0289223b9ef0a89bf20d7f2314f0556a729168b6d92a872e6311de25b4abf435,10,9,1,9,['0x94e417467b0a91365ffb11a4f8e6512efc36a56f'],['0xf8e95bfdad093d39ece6960f4b99c6217f1939c6'],6.122099320695099,5.9600967937336975
204,0x96bc96241f6dd38a9124b23c4546f7fd56fbe56afaf6c6890118f57184e98496,2,1,1,1,['0xcc5fffcd941cc12048da83b4ae17d4789d8c87ae'],['0x447791d58f691687f880886e5a9a1deeeb7261ae'],325.23597612177184,325.23597612177184
205,0x13411b6311b83f9c172a38d12403d53fb0da7ed5271a17623d67a24d4ea896fb,6,5,1,5,['0x27bd6fc3aaf765ad06709fc40ec19f5418e4f846'],['0x9d37bad75c25670dc2e011cfbb6217ccb3b02a68'],52.0,53.0
206,0xdb6f4a766d6e326b4decbc026d06b45333ad7a56a9859cb6233b08b7b7c97c96,13,12,1,12,['0x1cbbc1d9a3369f5a1209f49c7b93de6d43e93763'],['0xb533cc15f275e084b5bae40cbb2852fb96ea42b7'],20.0,25.0
207,0xc3fad1fc9d4ff511285ccb0367f8759b14b1ab0a16e09a911d1fd4daaf59fe2c,44,66,22,18,"['0xc9659f74c42088e9faefbc2dc34cd06056f5c629', '0x9b7593aeb67ced84f9e293ee69559425ee6338ff', '0x090a7e2ae6043d0c0afa689953155c6017ea05bd', '0x0f4064a87e12d406f47866f186d8f99c79ab6241', '0x7a487e98ff78c2a1f7265d414bf83c9d4314ff32', '0xd171f2d90f5080f3462bdb8be66b2e8343138fe8', '0x094afb9993fc97d9ca361eb481ce7ac565e8cb17', '0xa42bccd0e6eb5b263e6cab96e1548892620defe4', '0x753da1f62305ab71541a19c3019609de32c0b754', '0x1c64536a67bb9ce4e20b5bc2fd3c6c4edc6646af', '0x479e4d8aace2f3cd12ac759c15eed1c366a11576', '0xab4b8761a165e0e41ef31a6cc686c527911b9a36', '0x1f74a55bfba5ba466b35b7f925b30647ba4e2ad2', '0x60e862100f646a740049d45bddbfba16c57d7c25', '0xf84aa9ac86af0e66a51d7aeee1f28b3c0940c01b', '0xa9d11c51eb7d0ff2f646560bdc04029349f57b3d', '0xa39a62fb004c138ced1250b37ace85bf44030ba5', '0x29151b2be0423abbf1bfae5260071bd8a456bf29', '0xc4f49e3bf160e9436c0cb6b96deb08705972b7c0', '0x60b1397061d990f39bba443dcd1a0e25c566147b', '0x281798c44040f0df0a7fac00af97ffea0872f246', '0x5804b5cb255b17e5c48a11483d7eab1c86f6a020', '0xc12d25426062680824184c5f5e475194340ce68c']","['0x9d8e32e5648d061103f08f790318d6ffc1278fbf', '0x87ddd6c17301a8c616cb14516119100177fef267', '0x9b7593aeb67ced84f9e293ee69559425ee6338ff', '0xae9db88e92e0a4deb28bb9cad700ae5eda4bccf0', '0x0f4064a87e12d406f47866f186d8f99c79ab6241', '0xd171f2d90f5080f3462bdb8be66b2e8343138fe8', '0x094afb9993fc97d9ca361eb481ce7ac565e8cb17', '0x4ffca358bdff7a4772a98ebec08bd0f4140e7244', '0x1c64536a67bb9ce4e20b5bc2fd3c6c4edc6646af', '0x2f807cfc00b58b87c7b981e5d9fd0c08773726f4', '0x6a4e83dc3e8808008b00b32ed809a62fa297f3c4', '0x1f74a55bfba5ba466b35b7f925b30647ba4e2ad2', '0x48b807caa55ab39b7ca244529f63f4935fef0272', '0x68a76fbe92c897b5feda9fb53d44a65b44121cf0', '0x68ad82c55f82b578696500098a635d3df466dc7c', '0xc1dc344acd83e30318447de9ca10f8304d0f51f9', '0x5804b5cb255b17e5c48a11483d7eab1c86f6a020', '0x2163039dd06dfdbde18c68345e7c9fac45095c44', '0x1ba40a89d7269989309ca5a14bc2904d1e526b0c', '0x7b270d393d9517da3806594695b4076ad2cbf76a', '0x093d46823cc3c11e0648d83d63c55517c137c44f', '0xb485812574efddd5f01ed4a548e3821895830380']",343.2913717158545,64.20000000000002
208,0xa13fef0aa48ac067bd60e69f928865d9fdd1bb53653adfd59b3fc27c14bb1e6a,15,16,2,14,['0x408431a83b1bc5334ecf07f9976838f244b2a8ba'],['0x7d8ad44b22594f4748c77cce27e1f3416b19450b'],94.67433809529618,637.1812434918378
209,0x34054f69f577e8d5c28658912f14dba682564d25274057bb53433b6ecfbe8a45,2,1,1,1,['0x92e7aaae68d8f9b221a53b005edc2d8a180e314a'],['0x3fa4c1421e6d944b3ebcd8ee5588c20b0cefac53'],118.2,118.2
210,0xc1bc788f83999d02db4b29a50bb28bf2050f1a0342d6a4e5e8db990e38a22461,2,2,2,1,['0x7957b38347f4a07e364f0a0103d024a805644622'],['0x5352b632eb7d8aab75ea254802347cf0aba0baef'],12.901231135266551,1.5
211,0xfbb18b252362bd692e3c5065fbf195985f4decc6ec2e3f696a8c175e0b24d5b9,11,10,1,10,['0xbc3cbdee9685dc71b39c7dab10a5aa27627c20c1'],['0xbc690d8ce43619294f4eaad92cd5f6a4759ed30f'],273.2683721790387,34.279151136739245
212,0x92682db2eaa75ad9dbd00724c20e2cb263535e691d901fefa06f28f964c763c7,2,1,1,1,['0x5934e2a377723e1b0fd56f088d6eb44dc9846087'],['0x6a7cab3ea8b857e28b9ee0b8ba883675ed63fb9f'],1.47573765,1.47573765
213,0xa8bb3f03322962b46fc0d60b1693ecec92b996e6447aa0446480f60b51bfd110,6,5,1,5,['0x0051386df03dca5d5d76ba92c1cba3aa49c943cb'],['0xff4e97be63bd0812b8fb3688ee9485ce4f042445'],2.36,2.485
214,0xc0b5edef4939afc2d1add1f66f52ac4e838694a131046173c78608b38a9dd13f,4,3,1,3,['0xa49a80da47dc6aa9cc82c81e9c7f60be940eac73'],['0x79d555ae5ca4fce9b9dc48bd325025a6d3cf771e'],6.338711100066351,6.7739340824332075
215,0xb99d0063accec643693fa22a8a8b123b8950ec07e0213bf9a9f6d2e5f37baf3f,15,17,4,10,"['0xb810cdb4ffc1d823a31d407915aadbdcb62c0eb8', '0x9e9a4c2acef968382dccc8ca165877f04f38dcf3']","['0x3b0cce6b8039a26ea23637b3e1070e7014e89fc8', '0x717d295f19622617159d67acca9ccb327fbfeaaf', '0xb69c707eaccdbc347e6f6a44c9474a4fe8d9b366']",178.0,257.0
216,0x8b2bdf4fbe17cacd6f76ef64b0d9bb9bc913a0d8d9d3ac35257d3c9134ab9bf5,8,7,1,7,['0xb31f81d6cd08bb497dd87bf60ea857ec456c1884'],['0x2f39275b59571c5ee9ad806de23154b8c80a5f10'],13.7398268886111,13.349752623026227
217,0xe82f869314f188f5d404f3cb3f603f0de191785e710533ae9534f18deeae9892,2,1,1,1,['0x368b7ff8bdca034e72c3d99a26f869225d158abb'],['0xde2751d499304e1652a8bebd44fe7894490559c2'],1.1798642517943745,1.1798642517943745
218,0x0ffee1072baf1017d04985feced2096dfb526f6e85b538534c35044e921248b3,24,26,8,19,"['0x2982531f34faa8e781f7c25afe1af7ec43575faf', '0xca08f683fae2d4644f89e0e781cc174a0f6faf41']","['0x3f3bd9250f1b8440ae015f5047be1330c492f710', '0xb42428b5b7ad223aba9328f08eaf657a1a684483']",5.916344103066255,5.722502362305677
219,0xf9a2ae31a00d4197d82b383e6cf15cca944a6917ace4a7b56a9f96962a34189b,2,1,1,1,['0x4bf20b50c1546109cd9f085ab98194c802223921'],['0x532a1da37eb4e89bb80c77964f8b02d6d9c12638'],3.060589136454552,3.060589136454552
220,0x7aedd0ec2b760f292309ed0caaf89000ae6f18f6a7be5b60ee3c95306732f3c2,2,1,1,1,['0x7f16524c8e253b1b9406548716bb8d05a19d82ee'],['0x370a99e33107f6d3bab8a5e763198b6401f94ee0'],1.1382631629635351,1.1382631629635351
221,0x988e2fdab200330f8cf3ea2a930af7a62528fc6f2af307a962a250cd4098ba3b,2,1,1,1,['0x4e2abe3059bfd28a677e3cf976f1e3defc7dc107'],['0xbdb218ce2436c1e4545ba7fcb36fd213e086db35'],7.9811969980494855,7.9811969980494855
222,0x0e35f098513817e6df3d99b54d004a9b1f34c3d6f21a1ae94204bb4dfe8db173,6,5,1,5,['0xee8eb1724c54841ce8cefd9a5701499aef05bb8c'],['0xf2cc733f37b995c487b7bd7ea3217d54f36a22c5'],1.657491765803811,1.5301498212259317
223,0xd996894809753ddd12c649d8bcdd2d6e873d2aba9991b15c8dd2b1de0aa94b19,3,2,1,2,['0x2ecef6d2fc7ab20bae00c41af2497ec78cfe2fe2'],['0x8958ec1f53a1472680017273b568816508eebaf3'],86.0,85.0
224,0x61dbb2f4b125691b3fc03bf1d8c8faf35d8c00d2212c6a91030d62bb1785996e,3,2,1,2,['0xcf14271ea36dd9d733461de918b87f47aa79d9db'],['0x8e6190c04121c42f04d3c958bcb1285ff32e996b'],20.96994730549587,21.483318364296075
225,0x8e4853c74ff8fab987049d78615351367417223c49e42c16489f0201dbed4829,6,5,1,5,['0xa3c029837f8ad1a6b4422b3341700175df4d3c2e'],['0xa1a3e82c19d994d8206fa164bcc6f09840cff91d'],9.073492833143051,9.22999268721496
226,0x515ac565d27c21e79d455c3a8d445e579c0ce95c20669a99d5413b28afd00136,2,1,1,1,['0x14813c517f0a912d6948280224237b68f2762ff1'],['0xac1415b5815432911a7c8fd4c19dc5e8b081c993'],2.69451415,2.69451415
227,0x1b686d36ebaea585e414167e6e118679a55f70a613f10d03e1ddde81e8cc164e,4,4,4,1,"['0xca1cffe7c9a507d0a6cda9e72e2cff0c4d532033', '0x23ad8ccbc4facd4a948d02398918ad2f9c09cbdf']","['0x983445c77f3391e22bead854f6742fb47de58af4', '0x33d2a60b95bfa264a5345331e926cfcc2bafd0f3']",26.0771924839207,11.699548440000001
228,0x9f774fc98ffd1f60058c8aac91038baa2a3a9e84385790ecbf16f3a1edb23c83,3,2,1,2,['0xbe3ba990685cdf52aa301c81f72a527f6563261d'],['0x6004a8eb8db8769ea3fe713f0a623e9df3df8025'],10.603379474984122,10.81598883066573
229,0xa857404d496b8ab298e1f837ad9a4537a61a12ef761dcb8d0ae3ea67868c58c5,4,3,1,3,['0x0958c7a4111a258a4992315e5a9a4f90415fdf6b'],['0xe6483c7fd857a040b07651818a65eeb7d4a63036'],5.484996579487616,5.338784086463538
230,0xec51e62a86cdc4656ee937c584d338444df258243e967f383ab017dca8180fcf,136,191,19,69,"['0xa676fdee3a0a36f25ea434df4e60dda9b0bd90c6', '0xb1a551f6c4da89484b2f45a4c0e3144f0214c325', '0x14b9f1f63101ba6d2eae1e456f442778f8fe098a', '0x59cd1a56bdc2eefaf433627abc7492d53a3d0a39', '0x53f70e93398255fd46fca1a78dae88d0bdb1b026', '0x06b0afe7078e6472efcab55dc3873577e595a24c', '0x7ab329c64113769506cf9feea94d8e3b320429de', '0xfb2c071584451b2b89494fb42dfe855a9167b16e', '0x3a24addbff31a0399ec03c551880f49c4072db7f', '0x2847732bbf540a32a3f279c7db766df12577bae6', '0xf584b31287e197e65257d9d29496acb2af9ab7e4', '0xf9152a7ed1387ce7e1ee3617bb5eda82a41081f8', '0x2cf26378da326d34a400404964257599cd341410', '0x1f68c960c0c4d37be9bc41e9da4ae1e13e67994a', '0x1eee4bade0abec076d5ceae4bf2d6325fbb7a1c7', '0x2797e3a8f5fdf4180f12ecc636448f87c58d3166', '0x68b96d38be030ba7810102201cc1347740ca09ac', '0x7339479192540bfc0fa099abfa4cea637b6b9e32', '0x302d1249dba62014db1743d623a7318305802d87', '0xe1ef4a668a92a8a850bdb38a8ab01ddb600d4280', '0xb29f89dc8965fa5851dfe7f170394d515bf5e151', '0xf48e562cb378f1595242e681bcdd52d221dbfcf9', '0x8fd3a114f3976001fb152d9eab592b4560e79d4b', '0x86dd7d8913812a00ee56b55e0c1db0e18991cde0', '0x4a46fe0fcb4df00ad9a291d376ac53aeed62a957', '0x9df4dd1b570dbece6785e0485a97241d6f6fe1fd', '0x204e3422beecd5eafa8b16c783e9ef2ef0be4c7d', '0x6aa319010887786f18401493abdb24142d1d0427', '0x53406cb89fe46fe5a5521b4f23fd6db6f6acc40a', '0xb72c3a249f99e6399e3988f15424b4d7c234ec07', '0x7ab1ce39fe864bc6cceb77b65a2e02b732f977f9', '0x97df2b6b99a8c7a420ed05d69bf920e5b9e37370', '0x29766eaec4eb844a868d0634f6f102e698f506bf', '0xbe93fc8fda1bd405f7de29efd12ef5f535c2fe75', '0x822533d2b3a4d856a924ef5f0ed9fbdefefac3ae', '0x40fff826c21b1f827335b5bd1ad541cb511cdaba', '0xbc8859b19013043731d514498adbac163d9ca5ec', '0xbe5fef39d9b3c8a68fd25c45cd556e67e0baaa56', '0x8d9fcb4f8889907fc978f082fe1bcabbb27116f7', '0x007210de293c0bb0fc26e65e3e85487dc8ce7225', '0x431193e980195d72a527dea74660de544bd660b9', '0x8fcf2bb253a7f0096878c8a68dd437f050234398', '0xbe0f3b1e16e4f136b8f7f8aa4d7f4daaf3c5e0ed', '0x03deb4008e58f18e6f96f641ce4acb082d9d5e5a', '0xc5b653882bca61ed483df31cf62b096c9be934cf', '0xcdcb3b1a77a86a5a7871e3f6e22daa92edd49f9c', '0x458f17694604643c6a1bb8df5014bc341bb1ae57', '0x7422a578403d4af53e292ba2748a3ea54e3c4646', '0x18b82bdce8be6c4c4b29120a904195db25f802cd', '0x619caeaacbcc50463ef9553f116f0f249933404d', '0xb723b4b1a902f5d674d4cf4b1ff36d65e2929340', '0xd01a7c75e56f40b7ac2c203515589ddf1e9943cc', '0xea1f9b191a3c91e66cbd78e67d99f09ef389f93e']","['0x53f70e93398255fd46fca1a78dae88d0bdb1b026', '0x7ab329c64113769506cf9feea94d8e3b320429de', '0xf4364db235f13eae1894b92e6bdd76b612cc2dc5', '0x640d1f702dd998a5156fb5c7aa3d3bf225244c0c', '0x2847732bbf540a32a3f279c7db766df12577bae6', '0xb0daf40ff08b616955d30da83d826b60c8ba5037', '0xc8481538f97166fc916d786a57beba705ea0016f', '0x206b19df31782e10250d8a598f03a6e005aaf55f', '0x1f9556ba3295c107c813c1763add1d2c2012062f', '0xf11a119e1c22c4c5a624ba2dde597161dc6b9ffe', '0x012c5f16643d39cfe87f6bb3acdb052adc22a224', '0x2cf26378da326d34a400404964257599cd341410', '0x1856dce96018bde693b4674c8d243adb020be99e', '0x1eee4bade0abec076d5ceae4bf2d6325fbb7a1c7', '0x24c7f6150667dcad44e07a9875e6e78602e44d90', '0x68b96d38be030ba7810102201cc1347740ca09ac', '0x5039267ecd0db853cd4a3a6c1e046afbb734bad2', '0xfbfe58f13ce5c5a30c766245aed114020cd6f703', '0x7339479192540bfc0fa099abfa4cea637b6b9e32', '0xe1ef4a668a92a8a850bdb38a8ab01ddb600d4280', '0xb29f89dc8965fa5851dfe7f170394d515bf5e151', '0x3c79cc62a317c8201fc50b0ce34174296758c95e', '0xf48e562cb378f1595242e681bcdd52d221dbfcf9', '0x8fd3a114f3976001fb152d9eab592b4560e79d4b', '0x299a406c40360675c21a5fa3dd82de20367ce921', '0xfa285147f293ab986f7c54b601cae5e670cd16b5', '0x4a46fe0fcb4df00ad9a291d376ac53aeed62a957', '0x40f25c91160e2fc15ae6d84803adc3cf346f561d', '0x928b364047b61f000cfe71c64a69dbe2fb93244b', '0x204e3422beecd5eafa8b16c783e9ef2ef0be4c7d', '0x6aa319010887786f18401493abdb24142d1d0427', '0x26aaf5b8dfd14808653407ac01c12cfd36a9b2f9', '0x626211bf78d0590d2bdba7ae2b2d72bf6a1507bd', '0x4dd36fe875923cd3cc35d8d4911765a5618cf693', '0x86bc7c32a81ace3e299ceb6e87b520e0d9254dc1', '0x97df2b6b99a8c7a420ed05d69bf920e5b9e37370', '0x29766eaec4eb844a868d0634f6f102e698f506bf', '0x7ec00e480ab92843903ef44f87561322a92494d3', '0xbe93fc8fda1bd405f7de29efd12ef5f535c2fe75', '0x822533d2b3a4d856a924ef5f0ed9fbdefefac3ae', '0x40fff826c21b1f827335b5bd1ad541cb511cdaba', '0x66f346e9ed5407944f8940ecdb34a56bb3391caf', '0x8fc92499e1ae1c737f8330052c0f342e631695a9', '0x007210de293c0bb0fc26e65e3e85487dc8ce7225', '0xf1f0fb6a8db4bb4a5e093d38511778b0b085f723', '0xf40c71a42e1c547fcfa518b8c1b498471bd4c17e', '0x754eae2fd45ce94461b0f39765f6245611f60177', '0xfeaac0091653c86277b180afce888fead260ac6f', '0x03deb4008e58f18e6f96f641ce4acb082d9d5e5a', '0x00fa990f1c41009d81c558e3fab790bd42de4228', '0xf3f51834db6e80c57f4b39ea70ecd03893c3f921', '0xc9260774ed3279172e6673e3ce71a1ae2db4ea8c', '0x7422a578403d4af53e292ba2748a3ea54e3c4646', '0x81d86d0caeb40c4876ff6a34fc360d949f7b45bc', '0x6480ec3d3ece0a8b1a81f5a54d10453f9bee851d', '0x34334cdf114d6d1d964d8dbb97320a84024e289d', '0x619caeaacbcc50463ef9553f116f0f249933404d', '0xb723b4b1a902f5d674d4cf4b1ff36d65e2929340', '0x0320aa3132ecb960f1d7aa060a9020379a00d68d', '0x9750dbceb1bb0a189e7b97e4fd18e568fe2e0d3a', '0xd01a7c75e56f40b7ac2c203515589ddf1e9943cc']",565.2395047734451,590.9251919404203
231,0x2332aff9f16b5ce239a418f74942d528d2a1da027050f26cb174263e896dc497,7,6,1,6,['0xcf1674ec9650f7ba80216d3ef679f9e2af4bbb73'],['0x4eb67021ef60b623a6380a94785d65b23dbf52b4'],1.829576883676768,2.1776936685545816
232,0xbd47efdeea3a8b10054a704b385ca9ebff5e51f86e8b0b83cb15917f41fc315e,2,1,1,1,['0x48d7aaedc447fb15b48e8d4901f4e93eb263b8cb'],['0x2bfc64ba61e14d57674f614fc0c82fa495c85a5f'],105.0,105.0
233,0x2252ec8c1bbf19ae64444f9bfa8cdeb0ca91f090a047f41218858c67e7dd13ed,4,5,2,3,['0x1f9cc618e66eac278d5404aac3581d4ed4e1e9e1'],['0x8f10dbc54e17c208b25573b58182e332a789e6b8'],5.989289079596617,2.0
234,0xb4e9ce21cc44071e001734a3d240b2e6f745ccd5bd5f0d60573b516c7b7e24f2,2,1,1,1,['0xd1688232250e879725dbcc40d50cff6478f332ac'],['0x56eaffa1ad9c7603d83a3cbf2ec63013f266b2ef'],243.64997553110678,243.64997553110678
235,0xacaf01ce59e5a090325bec51c8c2918d2700151bd9acd03d60e68e7a97a41203,4,3,1,3,['0xcdf5d706f721f9a6390d7cf9d6ecdd6c0e907780'],['0xa4488bb2230b194aebb5326a29ce26608d485fcf'],39.31286851442702,50.0
236,0x4fd9b7e0b223aa682bdd2c9e08dac1adea4355943618c50ed4d7712616873fca,2,1,1,1,['0x5b1114ac0e2228ff34af584644482e4992f644b3'],['0x4e2773bef3507f6d6032c2085c803eb86afe4255'],6.299682686838904,6.299682686838904
237,0x2aee6b60ae39765f7641a023e7348caf78543596e3c0177e5a7582f7239d4a77,23,22,1,22,['0x16105af5a4cc45704eaf8e9459e39a846e87105f'],['0xc4d4eb61e829185e23724fbff1e85ff49f780097'],14.698394989211694,18.744131346879055
238,0x4b12d492c3936368dcf4638f20ee8caa8fd51927c89aa7b863c5dc02b5b835f6,3,2,1,2,['0x5f6a2beef73f8e66db642d49325cc7f2463a39ff'],['0x0c2d08df253ffe189f96cba0b45e0395701b635d'],106.51636555266211,182.28730104248964
239,0x6b6c57777bc22ace8a9de1f7479c72efe654551d57e27283ec6bef904828a35d,6,5,1,5,['0x28f8a2a5bf693b10cc4896e7e3a8d53ea8e38bf6'],['0x072fd842a654aac1360174eee84196673c7965da'],33.44439313383382,32.69056582899272
240,0xaa0e5b9ae6b089c5b879b21c53399132d5424f14dc67bd498c77981f065e9cb6,4,3,2,2,['0x21b11e8ba21253d2af35f2aebceab05ec292235a'],"['0x955310e683d0420d7bfaca0245c58971be29d3ae', '0xa77515bd8094a32ff65602aa9f410e207e512459']",0.85,1.05
241,0x903f98f8d16aec2c4d9a18e3641be0862b86913804afb058e460a773e6b5adb3,2,1,1,1,['0xa3b1882f3cc0508887f3cec335c26feb0d3e470d'],['0x03c799b832cc195b7800d01d649c940c593b1abd'],1.7999683353002447,1.7999683353002447
242,0x7efff8fac8ada7617e172e67e030c6949ea780acd1d4987f8cec077a61c7a1cd,4,3,1,3,['0xf3fe13d044af8c85bf23c2fa812860dbd484a00c'],['0xc3a3ddfb3974aa2f4ec3347fbb71accde9866dba'],3.0,2.5418593450366704
243,0x7c0ac0a4de3685a8e73aa6e3a5aaff5957d005461080e3b4978fff0c0c25410e,21,20,1,20,['0x397039e4df7a35a57c6a572181cbd76deaa97659'],['0x9e052419cd484c750dac98e94fe57db1aedfa72a'],186.80814590870665,192.8775154017128
244,0x4f85388e04b2ce687f0e5d8b5b1ccc249791a971f97aa2ec94696ce45571beec,2,1,1,1,['0xd937e4b6c996d26e2b593e57a607521fb1f30de8'],['0x5359b1d11b92a529af54be94ac55a90227b984a5'],28.020781664151006,28.020781664151006
245,0xb12955ea0ef49f3e014c404a46ce407e52f18b40ce98cb8d01ff4518864d7a31,3,2,1,2,['0x589d5f8c4734612ff9afbedafcd64240eadbe166'],['0x1e4ce798d6a71dfadbebe55ded212b37879a9951'],7.399286236744354,7.705878685453756
246,0xf34a70045a4b4b3f276743f05abad3abb16c2d05d3dcb220e02f431281c283ad,3,2,1,2,['0x844b28676be6cc0293fa119721c4457e94a1032e'],['0xb38d6ef3c6c37ae152ecb42a1d469ab1500096a1'],15.331302571897778,15.336059168699265
247,0x3a96566d1118861066ec6e1000555379124ae10612008846d0c1b9163393c037,4,3,1,3,['0xf7b3ac14081a19eeb4ba150f5e1ea4b84c26d286'],['0x4f5fce25d7414280e304963fa48acde8f1c65150'],59.516674304999995,60.26609037505683
248,0xc2166defefdfd475768eaa3503fd454707a916e6657a162a0a6324cdd6149bfc,3,2,1,2,['0xe76e4aed59e408f106af758de9a24ac79b349f36'],['0xf562c912cb7c45167b21f121a4b677f69e37b397'],3.8662581963399996,4.64585170428156
249,0x74a41920425708bec8d413e32b1ccf9fc38bc7583986ecca4806a1404f6cf018,3,2,1,2,['0x11fbf35cf6bd11b3a4c0200de4d058fefd2b9557'],['0xc3c347bc166d8c16e585c6bb388c19ff380ba959'],1.5801887606904568,1.5627423580787712
